RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,ConditionNotMet,MonthsTrading,TotalNetFractionBurden,PercentSatisTrades
Bad,62,233.0,8,79,6,2,86,44.0,6,5,9,1,57,-0.48519611654772077,0,63,71,2,3,1,83,False,225.0,134,66.66666666666667
Bad,65,159.0,28,49,11,0,91,14.0,6,6,22,0,27,1.4283594332518275,0,52,58,4,1,1,83,False,131.0,110,50.0
Bad,68,181.0,6,98,2,1,67,66.0,6,3,3,1,100,,0,30,58,4,1,1,100,True,175.0,88,66.66666666666667
Good,86,153.0,6,94,10,0,100,,7,8,11,1,73,0.7905075833186448,0,0,87,0,3,0,60,True,147.0,87,90.9090909090909
Good,70,92.0,11,57,16,0,88,16.0,6,6,16,1,44,-0.48519611654772077,0,37,61,1,3,0,67,False,81.0,98,100.0
Bad,62,153.0,3,68,27,1,86,1.0,2,4,28,3,25,-0.48519611654772077,2,22,30,7,3,2,50,False,150.0,52,96.42857142857143
Bad,68,60.0,7,31,11,0,92,27.0,6,5,12,3,42,-0.48519611654772077,1,50,77,5,2,1,88,False,53.0,127,91.66666666666667
Good,76,231.0,9,86,27,0,97,22.0,6,6,30,3,33,-0.2725788332366598,1,48,75,4,3,0,78,False,222.0,123,90.0
Good,73,206.0,7,97,28,0,97,23.0,6,6,31,1,35,-0.48519611654772077,0,34,56,4,3,0,73,False,199.0,90,90.3225806451613
Bad,65,125.0,5,54,28,1,90,6.0,4,4,31,2,58,-0.48519611654772077,0,51,62,4,5,1,75,False,120.0,113,90.3225806451613
Good,64,320.0,2,96,40,0,93,24.0,6,6,42,2,37,-0.48519611654772077,7,35,77,14,2,1,80,False,318.0,112,95.23809523809524
Bad,64,133.0,8,77,16,2,76,5.0,3,4,21,2,29,-0.48519611654772077,2,32,2,6,2,1,80,False,125.0,34,76.19047619047619
Bad,65,235.0,3,65,28,0,90,40.0,6,6,29,5,31,-0.48519611654772077,2,31,71,12,4,1,80,False,232.0,102,96.55172413793103
Bad,68,261.0,2,63,13,0,86,25.0,6,6,14,5,36,-0.48519611654772077,2,32,95,7,3,0,83,False,259.0,127,92.85714285714286
Bad,65,182.0,2,50,18,0,90,6.0,3,5,21,5,57,,7,58,88,4,3,0,88,True,180.0,146,85.71428571428571
Bad,75,193.0,3,52,23,0,96,43.0,6,2,24,2,29,-0.48519611654772077,0,27,58,9,1,1,67,False,190.0,85,95.83333333333333
Bad,65,82.0,1,43,25,1,97,70.0,6,5,30,3,33,-0.059961549925598906,4,33,53,2,8,1,56,False,81.0,86,83.33333333333333
Good,91,323.0,34,164,15,0,100,,7,8,15,0,20,-0.059961549925598906,1,1,35,2,1,0,30,True,289.0,36,100.0
Bad,80,318.0,4,74,22,0,100,,6,8,22,5,77,-0.48519611654772077,8,7,91,2,3,0,83,True,314.0,98,100.0
Bad,67,187.0,9,67,15,1,88,2.0,0,2,17,1,41,-0.48519611654772077,1,60,56,5,2,1,78,False,178.0,116,88.23529411764706
Bad,68,182.0,19,94,19,0,90,2.0,4,6,20,0,40,-0.48519611654772077,3,5,48,3,3,0,55,False,163.0,53,95.0
Good,85,164.0,4,90,34,0,100,,7,8,37,2,76,0.15265573338546204,1,2,58,2,1,0,100,True,160.0,60,91.89189189189189
Bad,67,51.0,2,25,9,0,80,10.0,4,6,10,2,50,-0.48519611654772077,2,0,96,1,1,0,50,False,49.0,96,90.0
Bad,82,256.0,6,77,17,0,100,,7,8,51,1,22,-0.2725788332366598,1,37,58,3,1,2,80,True,250.0,95,33.333333333333336
Bad,73,214.0,4,122,27,0,96,34.0,6,6,31,2,37,0.36527301669652296,3,16,93,2,2,0,40,False,210.0,109,87.09677419354838
Good,83,417.0,22,113,22,0,100,,7,8,22,0,27,4.19238411629562,0,44,58,2,1,0,60,True,395.0,102,100.0
Bad,62,340.0,3,86,21,0,91,2.0,3,5,23,3,17,-0.48519611654772077,2,50,64,6,2,3,67,False,337.0,114,91.30434782608695
Good,68,269.0,12,115,18,0,89,54.0,6,6,18,0,28,-0.48519611654772077,0,68,84,9,1,4,83,False,257.0,152,100.0
Bad,59,156.0,14,63,17,2,82,13.0,6,6,19,0,24,-0.48519611654772077,1,35,76,6,2,2,80,False,142.0,111,89.47368421052632
Bad,84,305.0,5,86,45,0,100,,7,8,46,2,35,-0.48519611654772077,3,22,84,4,3,0,47,True,300.0,106,97.82608695652173
Good,82,78.0,3,36,26,0,100,,7,8,26,3,8,,0,1,58,1,1,0,11,True,75.0,59,100.0
Good,64,166.0,2,58,14,0,89,18.0,6,5,19,3,58,0.15265573338546204,1,41,82,3,6,0,82,False,164.0,123,73.6842105263158
Bad,81,137.0,9,66,34,0,100,,7,8,34,1,62,-0.48519611654772077,1,24,92,3,4,0,78,True,128.0,116,100.0
Bad,76,65.0,13,31,3,0,100,,7,8,3,0,0,-0.48519611654772077,0,48,58,2,2,1,67,True,52.0,106,100.0
Good,88,214.0,4,114,31,0,100,,7,8,31,2,13,-0.48519611654772077,1,16,58,2,1,0,19,True,210.0,74,100.0
Bad,65,123.0,2,53,16,0,82,18.0,6,6,17,2,41,-0.48519611654772077,1,58,97,6,2,2,73,False,121.0,155,94.11764705882354
Good,84,52.0,3,25,7,0,100,,7,8,7,2,43,-0.48519611654772077,0,5,98,1,2,0,50,True,49.0,103,100.0
Good,86,191.0,3,77,38,0,100,,7,8,40,3,58,0.5778903000075839,0,6,58,4,2,1,55,True,188.0,64,95.0
Good,86,215.0,5,80,38,0,100,,7,8,39,2,16,2.06621128318501,0,2,58,1,2,0,21,True,210.0,60,97.43589743589743
Good,86,166.0,2,77,9,0,100,,6,8,10,1,40,-0.48519611654772077,5,7,58,1,1,0,33,True,164.0,65,90.0
Bad,60,85.0,14,54,16,3,68,25.0,6,3,23,0,47,-0.059961549925598906,1,23,49,3,3,2,50,False,71.0,72,69.56521739130434
Bad,62,171.0,5,92,52,0,90,4.0,3,5,58,2,47,,0,28,32,7,7,0,78,True,166.0,60,89.65517241379311
Bad,72,198.0,13,91,16,0,94,53.0,6,6,18,0,39,-0.48519611654772077,1,88,86,5,2,2,100,False,185.0,174,88.88888888888889
Bad,47,57.0,57,57,1,1,0,2.0,4,6,1,0,0,-0.48519611654772077,2,93,58,1,2,1,100,False,0.0,151,100.0
Bad,60,333.0,15,112,19,2,71,7.0,2,4,22,0,29,-0.48519611654772077,1,9,85,3,3,0,40,False,318.0,94,86.36363636363636
Good,64,282.0,17,81,32,0,76,1.0,3,5,33,0,33,4.405001399606681,0,17,56,9,4,0,65,False,265.0,73,96.96969696969697
Good,71,357.0,5,71,26,0,96,60.0,6,6,27,3,52,0.5778903000075839,0,39,58,3,3,1,75,False,352.0,97,96.29629629629629
Good,50,130.0,7,63,10,7,59,1.0,0,2,17,1,12,-0.48519611654772077,0,13,58,4,1,1,88,False,123.0,71,58.8235294117647
Bad,76,75.0,7,44,23,0,92,12.0,6,6,24,2,13,-0.48519611654772077,0,0,77,2,2,0,25,False,68.0,77,95.83333333333333
Bad,65,299.0,6,77,11,1,92,1.0,0,2,12,4,17,-0.48519611654772077,8,18,107,6,1,1,78,False,293.0,125,91.66666666666667
Good,72,386.0,3,95,33,0,100,,7,8,33,3,18,-0.059961549925598906,2,30,97,9,2,1,58,True,383.0,127,100.0
Good,59,274.0,3,98,27,0,93,1.0,4,6,28,2,21,-0.48519611654772077,1,54,82,8,2,4,65,False,271.0,136,96.42857142857143
Good,91,230.0,12,135,18,0,100,,7,8,32,0,16,2.06621128318501,0,10,58,1,2,0,25,True,218.0,68,56.25
Good,64,130.0,1,33,13,0,100,,7,8,14,6,0,0.36527301669652296,1,64,58,7,2,3,78,True,129.0,122,92.85714285714286
Bad,65,107.0,7,48,40,0,100,,6,8,43,4,42,-0.48519611654772077,2,80,86,5,2,4,70,True,100.0,166,93.02325581395348
Bad,62,81.0,5,40,17,0,89,15.0,6,6,18,1,33,-0.48519611654772077,2,79,63,5,2,2,88,False,76.0,142,94.44444444444444
Good,83,204.0,6,98,14,0,100,,7,8,14,3,21,0.7905075833186448,0,27,58,2,1,0,25,True,198.0,85,100.0
Good,65,332.0,2,139,16,0,89,1.0,3,5,18,2,0,-0.2725788332366598,1,5,58,9,2,0,60,False,330.0,63,88.88888888888889
Good,88,433.0,6,138,21,0,96,76.0,6,6,23,2,74,-0.48519611654772077,4,0,93,2,2,0,57,False,427.0,93,91.30434782608695
Bad,59,15.0,4,9,8,0,100,,7,8,8,6,25,,1,66,83,2,2,2,63,True,11.0,149,100.0
Good,70,141.0,8,145,17,2,80,29.0,6,2,20,1,20,2.916680416429254,0,46,91,5,2,1,100,False,133.0,137,85.0
Good,82,193.0,14,74,13,0,100,,7,8,13,0,38,-0.48519611654772077,0,21,60,3,2,2,63,True,179.0,81,100.0
Bad,62,166.0,1,54,38,2,95,13.0,6,3,44,4,32,-0.2725788332366598,3,80,93,5,2,3,78,False,165.0,173,86.36363636363636
Bad,56,223.0,9,71,21,0,90,0.0,4,6,22,2,43,,2,87,51,5,3,2,100,True,214.0,138,95.45454545454545
Bad,70,116.0,12,62,14,1,83,14.0,6,4,18,0,17,-0.48519611654772077,2,70,58,5,1,2,88,False,104.0,128,77.77777777777777
Good,77,196.13915857605178,3,116,19,0,100,,7,8,19,2,16,3.341914983051376,0,34,58,10,1,1,85,True,193.13915857605178,92,100.0
Bad,60,70.0,8,39,10,1,83,19.0,6,5,13,1,58,-0.48519611654772077,1,89,93,4,3,2,88,False,62.0,182,76.92307692307692
Good,79,200.0,10,82,38,0,100,,7,8,40,1,30,-0.48519611654772077,1,35,67,2,2,1,36,True,190.0,102,95.0
Bad,70,226.0,5,74,22,0,91,66.0,6,6,22,1,32,,0,61,94,5,2,2,64,True,221.0,155,100.0
Bad,63,11.0,2,7,10,0,100,,7,8,12,12,25,-0.48519611654772077,10,18,58,7,1,0,80,True,9.0,76,83.33333333333333
Bad,65,101.0,2,34,15,0,100,,7,8,18,5,33,-0.48519611654772077,9,72,100,5,3,4,69,True,99.0,172,83.33333333333333
Bad,75,197.0,2,95,20,0,95,62.0,6,6,21,2,24,,2,48,99,4,3,1,78,True,195.0,147,95.23809523809524
Bad,78,75.0,4,35,13,0,100,,7,8,14,2,50,0.36527301669652296,1,37,73,4,3,0,78,True,71.0,110,92.85714285714286
Bad,60,215.0,12,110,15,0,73,13.0,6,6,15,0,7,1.8535939998739495,0,75,58,5,2,4,64,False,203.0,133,100.0
Bad,64,195.0,5,52,30,0,100,,7,8,30,5,33,-0.48519611654772077,3,75,58,5,2,2,50,True,190.0,133,100.0
Good,80,282.0,2,103,28,0,97,3.0,4,6,37,1,26,-0.48519611654772077,3,0,58,1,2,0,14,False,280.0,58,75.67567567567568
Good,72,206.0,3,75,49,0,100,,7,8,49,6,35,0.7905075833186448,0,56,67,7,3,2,83,True,203.0,123,100.0
Bad,67,189.0,13,111,8,4,70,68.0,6,3,10,0,50,-0.48519611654772077,1,97,58,1,1,1,100,False,176.0,155,80.0
Bad,55,201.0,4,62,33,0,88,6.0,4,6,33,5,30,,2,71,70,6,5,4,61,True,197.0,141,100.0
Bad,58,91.0,4,41,31,0,100,,7,8,32,5,56,-0.48519611654772077,1,71,90,13,4,4,100,True,87.0,161,96.875
Good,67,217.0,9,89,15,2,82,8.0,4,2,23,1,18,-0.48519611654772077,3,3,25,1,1,0,29,False,208.0,28,65.21739130434783
Good,78,193.0,29,100,18,0,100,,7,8,18,0,33,-0.48519611654772077,0,63,58,4,2,2,55,True,164.0,121,100.0
Bad,72,48.0,10,26,4,0,100,,7,8,4,1,25,,1,54,58,3,1,0,100,True,38.0,112,100.0
Good,82,120.0,2,43,15,0,100,,7,8,17,4,29,-0.48519611654772077,0,33,80,2,4,0,86,True,118.0,113,88.23529411764706
Bad,55,313.0,21,119,18,1,64,3.0,3,4,22,0,36,-0.48519611654772077,1,55,56,6,2,5,75,False,292.0,111,81.81818181818181
Bad,70,113.0,13,21,9,0,100,,7,8,14,0,11,-0.48519611654772077,2,20,58,3,1,1,50,True,100.0,78,64.28571428571429
Good,80,228.0,2,61,46,0,100,,7,8,49,7,29,-0.48519611654772077,1,9,58,5,2,0,57,True,226.0,67,93.87755102040816
Good,72,400.0,3,104,38,0,100,,7,8,39,5,18,-0.48519611654772077,0,37,3,9,2,3,63,True,397.0,40,97.43589743589743
Good,75,292.0,7,102,22,0,100,,7,8,22,1,27,1.0031248666297057,0,31,58,6,2,1,62,True,285.0,89,100.0
Good,73,397.0,2,113,40,0,98,39.0,6,6,41,5,37,1.6409767165628886,0,26,79,8,4,0,71,False,395.0,105,97.5609756097561
Good,82,191.0,9,77,31,0,90,22.0,6,6,31,1,16,-0.48519611654772077,1,7,82,4,1,0,42,False,182.0,89,100.0
Bad,67,212.0,4,79,18,0,100,,7,8,18,5,22,-0.48519611654772077,3,81,30,7,1,5,82,True,208.0,111,100.0
Good,79,344.0,24,135,24,0,100,,7,8,24,0,17,-0.2725788332366598,1,41,58,4,1,2,50,True,320.0,99,100.0
Bad,89,272.0,22,126,16,0,100,,7,8,16,0,25,-0.2725788332366598,1,9,43,2,2,0,40,True,250.0,52,100.0
Bad,69,137.0,6,58,18,1,95,,6,7,20,3,70,,0,81,65,4,2,2,86,True,131.0,146,90.0
Bad,73,107.0,10,70,20,0,95,13.0,6,6,21,1,86,-0.48519611654772077,4,81,93,2,3,2,83,False,97.0,174,95.23809523809524
Good,71,59.0,2,21,6,0,100,,7,8,8,4,50,-0.2725788332366598,2,44,95,2,2,0,67,True,57.0,139,75.0
Bad,56,180.0,8,74,29,2,87,2.0,1,3,32,4,30,,1,30,80,5,4,1,69,True,172.0,110,90.625
Bad,69,161.0,4,90,19,1,89,61.0,6,6,19,2,26,,1,38,94,8,1,3,90,True,157.0,132,100.0
Good,72,194.0,2,100,43,0,100,,7,8,48,1,29,,0,34,61,8,3,3,72,True,192.0,95,89.58333333333333
Good,86,361.0,12,171,9,0,100,,7,8,9,0,22,-0.48519611654772077,0,31,16,4,2,0,67,True,349.0,47,100.0
Good,65,114.0,11,63,14,2,72,16.0,6,2,19,2,28,,3,23,80,3,1,1,57,True,103.0,103,73.6842105263158
Good,77,145.0,3,66,20,0,95,61.0,6,6,25,2,35,,0,22,66,4,3,0,70,True,142.0,88,80.0
Bad,66,190.0,1,64,7,1,78,,6,7,9,3,22,-0.48519611654772077,7,34,58,5,1,0,100,True,189.0,92,77.77777777777777
Good,86,155.0,3,68,33,0,100,,7,8,36,2,42,-0.48519611654772077,1,2,98,2,1,0,60,True,152.0,100,91.66666666666667
Bad,58,214.0,10,158,15,2,58,1.0,4,3,19,1,53,,0,3,68,4,3,0,100,True,204.0,71,78.94736842105263
Bad,65,91.0,1,38,17,1,89,21.0,6,6,18,5,56,-0.48519611654772077,6,26,37,3,4,0,78,False,90.0,63,94.44444444444444
Good,81,134.0,2,60,25,0,100,,7,8,27,2,15,,1,32,48,6,3,0,100,True,132.0,80,92.5925925925926
Good,82,270.0,30,89,12,0,100,,7,8,12,0,42,-0.48519611654772077,0,44,6,3,2,0,71,True,240.0,50,100.0
Good,79,261.0,4,121,14,0,93,61.0,6,6,14,2,7,-0.48519611654772077,2,11,58,2,2,0,50,False,257.0,69,100.0
Good,89,159.0,11,62,9,0,100,,7,8,9,3,22,1.8535939998739495,0,2,58,1,1,0,33,True,148.0,60,100.0
Bad,68,238.0,20,72,31,2,91,3.0,0,2,33,0,21,-0.48519611654772077,0,20,62,5,2,1,44,False,218.0,82,93.93939393939394
Good,83,202.0,28,97,10,0,100,,7,8,10,0,20,-0.2725788332366598,1,0,46,0,2,1,67,True,174.0,46,100.0
Bad,69,105.0,3,30,17,0,100,,7,8,17,7,12,0.36527301669652296,1,32,100,6,1,2,64,True,102.0,132,100.0
Good,83,190.0,26,102,32,0,97,52.0,6,6,33,0,19,-0.059961549925598906,1,2,20,2,3,0,42,False,164.0,22,96.96969696969697
Good,81,137.0,1,55,20,0,100,,7,8,23,3,43,-0.2725788332366598,3,33,92,2,3,0,63,True,136.0,125,86.95652173913044
Bad,74,111.0,2,52,26,0,100,,7,8,29,5,34,-0.48519611654772077,0,46,92,5,2,2,64,True,109.0,138,89.65517241379311
Bad,70,332.0,11,123,19,1,100,,6,8,20,1,25,,2,22,58,2,2,1,55,True,321.0,80,95.0
Good,88,206.0,7,83,23,0,100,,7,8,25,2,44,4.405001399606681,0,18,89,1,2,0,60,True,199.0,107,92.0
Bad,80,146.0,1,38,15,0,100,,7,8,30,1,13,0.15265573338546204,2,16,58,2,1,0,27,True,145.0,74,50.0
Bad,80,203.0,6,91,15,0,100,,7,8,17,1,29,,0,16,93,6,2,1,69,True,197.0,109,88.23529411764706
Good,83,174.0,9,142,13,0,100,,7,8,14,1,36,-0.48519611654772077,3,0,82,0,2,0,33,True,165.0,82,92.85714285714286
Good,68,123.0,20,44,7,0,86,10.0,6,6,7,0,29,-0.2725788332366598,1,26,72,2,2,0,80,False,103.0,98,100.0
Good,56,219.0,7,99,36,1,97,0.0,4,6,40,2,38,-0.2725788332366598,4,26,42,4,3,0,39,False,212.0,68,90.0
Bad,68,223.0,4,81,25,1,76,12.0,6,4,29,5,28,2.704063133118193,0,33,96,4,3,1,50,False,219.0,129,86.20689655172414
Good,68,252.0,21,114,15,0,88,5.0,4,5,17,0,53,,0,23,58,2,3,0,83,True,231.0,81,88.23529411764706
Bad,58,149.0,13,68,31,0,91,1.0,4,6,32,0,34,,1,62,64,4,5,2,75,True,136.0,126,96.875
Bad,67,251.0,2,76,31,0,97,13.0,6,6,34,4,59,,3,79,84,6,5,2,92,True,249.0,163,91.17647058823529
Good,81,144.0,14,83,23,0,92,54.0,6,6,25,0,36,-0.48519611654772077,0,8,49,1,2,0,33,False,130.0,57,92.0
Good,66,182.0,5,69,20,0,100,,7,8,20,2,25,0.15265573338546204,1,55,96,8,2,3,91,True,177.0,151,100.0
Bad,61,39.0,23,26,4,1,60,12.0,6,5,6,0,60,-0.48519611654772077,0,28,58,1,1,0,67,False,16.0,86,66.66666666666667
Good,82,257.0,3,108,45,0,100,,7,8,46,3,28,,1,3,100,2,3,0,46,True,254.0,103,97.82608695652173
Good,74,198.0,4,53,11,1,92,62.0,6,2,12,1,33,0.36527301669652296,2,3,58,2,1,0,43,False,194.0,61,91.66666666666667
Bad,59,209.0,5,96,16,1,82,1.0,4,3,17,1,18,0.36527301669652296,1,43,58,6,1,0,70,False,204.0,101,94.11764705882354
Bad,75,136.0,33,74,17,0,100,,7,8,25,0,65,-0.059961549925598906,1,83,165,1,9,1,77,True,103.0,248,68.0
Bad,71,276.0,5,60,13,1,100,,6,8,13,1,46,,1,24,58,3,1,0,57,True,271.0,82,100.0
Good,74,435.0,4,192,12,0,77,18.0,6,6,13,1,8,-0.48519611654772077,0,56,58,2,2,0,75,False,431.0,114,92.3076923076923
Good,87,172.0,11,72,19,0,100,,7,8,19,1,32,2.916680416429254,0,0,25,1,2,0,27,True,161.0,25,100.0
Bad,67,134.0,2,52,23,0,92,63.0,6,6,25,3,25,-0.48519611654772077,9,30,58,5,2,1,64,False,132.0,88,92.0
Good,58,125.0,14,62,10,5,80,1.0,4,6,10,0,60,-0.48519611654772077,2,81,58,3,2,1,83,False,111.0,139,100.0
Bad,82,163.0,18,86,14,0,100,,7,8,14,0,7,0.5778903000075839,0,35,70,3,1,0,83,True,145.0,105,100.0
Good,74,158.0,2,58,36,1,97,13.0,6,6,40,5,45,-0.48519611654772077,0,0,92,1,3,1,57,False,156.0,92,90.0
Good,71,167.0,31,84,21,0,96,37.0,6,6,23,0,13,,0,55,58,5,1,3,60,True,136.0,113,91.30434782608695
Good,88,286.0,76,133,4,0,100,,7,8,5,0,60,-0.48519611654772077,0,9,58,1,2,0,100,True,210.0,67,80.0
Good,77,255.0,5,72,40,0,100,,7,8,45,7,22,,1,3,71,7,5,1,46,True,250.0,74,88.88888888888889
Good,80,270.0,18,128,32,0,100,,7,8,32,0,38,-0.48519611654772077,0,25,31,3,6,1,77,True,252.0,56,100.0
Good,69,117.0,7,34,8,0,89,44.0,6,6,9,1,78,-0.48519611654772077,2,0,94,0,3,1,75,False,110.0,94,88.88888888888889
Good,78,156.0,4,41,13,0,100,,7,8,13,6,38,0.15265573338546204,3,19,93,2,3,0,71,True,152.0,112,100.0
Good,60,82.0,6,32,24,2,100,,0,8,24,4,33,0.36527301669652296,2,26,98,4,2,0,50,True,76.0,124,100.0
Good,82,172.0,0,71,23,0,100,,7,8,24,4,54,-0.48519611654772077,1,4,81,4,3,0,70,True,172.0,85,95.83333333333333
Bad,77,264.0,4,78,35,0,100,,7,8,35,7,6,-0.48519611654772077,1,11,58,6,2,2,47,True,260.0,69,100.0
Good,70,284.0,1,64,12,0,71,9.0,4,5,14,1,14,-0.48519611654772077,1,15,60,3,2,0,63,False,283.0,75,85.71428571428571
Bad,73,420.0,97,208,7,0,88,64.0,6,6,8,0,25,-0.48519611654772077,0,76,58,3,2,2,75,False,323.0,134,87.5
Good,58,372.0,38,94,15,1,71,5.0,1,3,17,0,53,-0.48519611654772077,0,35,58,4,1,0,100,False,334.0,93,88.23529411764706
Bad,59,45.0,11,31,10,1,73,11.0,3,4,15,1,20,-0.48519611654772077,0,14,58,6,1,0,88,False,34.0,72,66.66666666666667
Good,78,175.0,17,88,39,0,100,,7,8,40,0,70,0.5778903000075839,1,33,74,3,2,1,83,True,158.0,107,97.5
Good,74,52.0,5,26,16,0,100,,7,8,16,2,19,-0.48519611654772077,1,45,56,3,2,0,56,True,47.0,101,100.0
Bad,64,111.0,3,35,15,2,100,,7,8,17,2,33,-0.48519611654772077,1,70,97,4,3,0,78,True,108.0,167,88.23529411764706
Bad,62,343.0,3,154,16,4,60,28.0,6,2,25,2,20,-0.48519611654772077,3,59,58,4,2,1,67,False,340.0,117,64.0
Bad,60,240.0,5,115,11,0,73,13.0,6,5,15,1,33,2.4914458498071324,0,93,96,5,2,3,100,False,235.0,189,73.33333333333333
Good,85,165.0,1,73,10,0,100,,7,8,13,4,8,-0.48519611654772077,0,11,58,4,1,0,63,True,164.0,69,76.92307692307692
Bad,56,165.0,1,71,1,5,75,34.0,6,5,9,2,50,-0.48519611654772077,3,0,58,0,1,0,67,False,164.0,58,11.11111111111111
Good,76,254.0,8,85,16,0,100,,7,8,16,2,31,-0.48519611654772077,0,49,94,2,3,2,71,True,246.0,143,100.0
Good,64,81.0,59,70,1,1,50,30.0,6,2,2,0,50,-0.48519611654772077,0,30,58,4,1,1,100,False,22.0,88,50.0
Bad,60,55.0,2,30,20,0,100,,7,8,21,7,24,-0.2725788332366598,5,64,91,7,4,3,80,True,53.0,155,95.23809523809524
Good,88,217.0,7,94,12,0,100,,7,8,12,1,17,-0.48519611654772077,0,6,58,3,2,0,38,True,210.0,64,100.0
Bad,83,262.0,19,135,36,0,100,,7,8,37,0,27,3.5545322663624375,0,38,47,11,2,1,76,True,243.0,85,97.29729729729729
Bad,73,178.0,2,42,11,0,100,,7,8,11,2,8,,0,40,100,4,1,1,71,True,176.0,140,100.0
Bad,70,84.0,8,40,15,0,88,60.0,6,5,16,1,25,,0,7,69,2,3,0,56,True,76.0,76,93.75
Good,82,222.0,3,73,38,0,100,,7,8,39,3,31,-0.48519611654772077,2,8,100,3,2,0,38,True,219.0,108,97.43589743589743
Bad,57,168.0,73,107,8,2,89,8.0,0,6,9,0,44,,0,30,58,4,2,1,67,True,95.0,88,88.88888888888889
Bad,69,266.0,5,93,22,0,89,28.0,6,5,27,2,41,1.4283594332518275,0,27,92,6,2,1,67,False,261.0,119,81.48148148148148
Good,60,303.0,2,116,44,0,87,5.0,6,6,45,1,27,-0.48519611654772077,0,35,70,6,5,1,50,False,301.0,105,97.77777777777777
Bad,77,46.0,5,27,7,0,100,,7,8,7,2,43,-0.48519611654772077,1,0,96,0,2,1,67,True,41.0,96,100.0
Bad,61,210.0,4,64,28,0,93,9.0,4,6,28,3,46,-0.48519611654772077,0,52,95,10,2,4,86,False,206.0,147,100.0
Good,82,208.0,11,77,22,0,96,39.0,6,5,24,1,21,-0.48519611654772077,1,3,80,4,2,0,55,False,197.0,83,91.66666666666667
Good,72,156.0,2,53,16,0,89,50.0,6,5,24,1,37,,0,29,50,2,2,1,44,True,154.0,79,66.66666666666667
Good,80,229.0,0,87,12,0,100,,7,8,13,2,15,-0.48519611654772077,0,53,58,2,1,2,38,True,229.0,111,92.3076923076923
Bad,54,188.0,1,73,35,0,87,0.0,4,6,38,4,66,,12,103,97,5,5,4,71,True,187.0,200,92.10526315789474
