RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,DelqEver,DelqLast12M,PercentSatisfactoryTrades,NumTradesWBalance
Good,74,206,9,66,16,0,100,122.0,7,7,37,1,25,35,2,52,56.0,6,2,1,73,False,False,43.0,27
Good,75,337,10,151,12,1,92,26.0,7,2,13,1,38,19,0,0,,0,2,0,0,True,False,92.0,0
Bad,66,288,10,77,27,0,96,26.0,7,6,44,1,44,12,0,72,86.0,7,2,3,100,True,False,61.0,44
Good,81,275,3,80,50,0,98,33.0,7,6,50,2,16,7,0,3,10.0,3,3,0,25,True,False,100.0,12
Bad,56,133,2,64,15,0,88,3.0,6,6,17,2,12,0,2,84,,10,1,4,92,True,True,88.0,15
Good,87,492,10,127,14,0,100,122.0,7,7,15,1,21,14,0,9,,5,1,0,60,False,False,93.0,9
Good,59,320,5,115,13,1,73,1.0,2,2,15,1,20,0,0,16,35.0,6,2,0,80,True,True,87.0,12
Good,86,255,15,140,27,0,100,122.0,7,7,28,0,25,3,1,1,62.0,2,2,0,38,False,False,96.0,10
Good,75,200,6,66,40,0,98,26.0,7,6,40,1,45,0,1,27,74.0,1,3,1,31,True,False,100.0,12
Bad,57,341,5,109,29,0,97,3.0,6,6,29,1,28,0,0,67,50.0,9,4,5,76,True,True,100.0,22
Bad,87,204,1,78,45,0,100,122.0,7,7,46,2,59,14,0,1,95.0,3,2,0,50,False,False,98.0,23
Good,80,266,7,98,15,0,100,122.0,7,7,17,1,35,2,1,46,,1,1,1,40,False,False,88.0,6
Bad,81,74,2,47,24,0,100,122.0,7,7,26,1,12,35,2,8,,2,1,0,38,False,False,92.0,9
Good,85,193,8,90,19,0,100,122.0,7,7,19,3,16,0,2,18,,2,1,0,60,False,False,100.0,11
Bad,78,212,36,96,11,0,100,122.0,7,7,13,0,15,4,1,50,,4,1,2,71,False,False,85.0,9
Bad,62,163,11,53,22,0,87,23.0,7,6,23,1,39,0,0,68,92.0,6,2,3,89,True,False,96.0,20
Bad,69,178,22,74,25,0,92,12.0,7,6,25,0,40,0,5,20,45.0,5,2,0,70,True,False,100.0,17
Bad,59,279,4,70,7,0,63,7.0,6,6,8,2,25,1,1,72,40.0,4,2,1,86,True,True,88.0,6
Good,67,136,2,73,15,1,89,33.0,7,6,30,2,56,0,0,61,100.0,3,2,0,100,True,False,50.0,30
Bad,69,196,3,55,8,0,73,7.0,6,5,28,2,45,0,1,27,47.0,2,2,0,67,True,True,29.0,18
Good,88,166,17,84,12,0,100,122.0,7,7,12,0,17,13,0,0,,0,1,0,25,False,False,100.0,3
Good,90,320,8,85,8,0,100,122.0,7,7,8,1,25,12,0,2,,2,2,1,67,False,False,100.0,5
Good,71,193,37,105,9,0,78,11.0,6,6,9,0,44,0,0,39,12.0,2,2,0,67,True,True,100.0,6
Bad,63,153,6,68,37,1,91,25.0,7,6,45,1,89,0,0,82,74.0,3,5,0,100,True,False,82.0,45
Good,70,118,7,45,17,0,88,11.0,6,6,17,4,35,0,0,15,,1,1,0,29,True,True,100.0,4
Good,69,276,3,118,33,0,97,41.0,7,6,35,1,17,3,2,69,100.0,9,2,6,67,True,False,94.0,23
Good,81,190,6,84,21,0,100,122.0,7,7,21,2,29,7,0,8,91.0,5,2,0,88,False,False,100.0,18
Bad,61,119,7,41,17,3,94,13.0,7,6,19,2,17,0,1,34,58.0,5,3,2,67,True,False,89.0,12
Bad,86,206,26,89,15,0,100,122.0,7,7,17,0,47,35,0,5,,2,1,0,50,False,False,88.0,8
Good,75,254,4,60,9,0,100,122.0,7,7,9,2,44,0,1,60,95.0,2,2,0,80,False,False,100.0,7
Good,75,187,7,95,22,0,100,122.0,7,7,24,2,50,0,0,46,54.0,3,3,1,67,False,False,92.0,16
Bad,73,217,22,87,34,0,100,122.0,7,7,36,0,17,0,1,91,,7,2,3,100,False,False,94.0,36
Good,72,214,17,61,21,0,100,122.0,7,7,21,0,33,0,0,66,66.0,7,2,2,64,False,False,100.0,13
Good,64,173,1,69,43,0,93,3.0,6,6,55,4,20,0,2,11,100.0,4,2,0,35,True,True,78.0,19
Good,83,294,2,106,22,1,92,43.0,7,4,47,3,16,2,1,0,35.0,2,2,0,44,True,False,47.0,20
Good,85,192,2,86,25,0,100,122.0,7,7,29,2,41,35,1,28,68.0,2,3,0,63,False,False,86.0,18
Bad,78,266,13,95,16,0,100,122.0,7,7,16,0,56,0,2,51,90.0,4,2,1,100,False,False,100.0,16
Good,77,180,35,92,16,0,94,37.0,7,6,25,0,56,0,0,32,50.0,2,2,1,67,True,False,64.0,16
Bad,57,180,9,98,19,3,74,4.0,2,6,21,1,21,0,1,21,95.0,9,1,0,71,True,True,90.0,14
Good,79,169,6,70,44,0,100,122.0,7,7,44,4,23,0,0,9,93.0,3,2,0,42,False,False,100.0,18
Good,70,272,1,77,28,0,100,122.0,7,7,29,5,28,0,3,63,90.0,1,2,1,31,False,False,97.0,8
Bad,60,59,3,31,14,0,93,67.5,7,6,14,4,36,0,4,57,48.0,8,4,1,100,True,False,100.0,14
Bad,62,83,1,38,13,1,93,36.0,2,5,15,4,60,7,0,3,74.0,1,4,0,63,True,True,87.0,9
Good,78,233,9,103,42,0,100,122.0,7,7,42,2,38,0,0,20,85.0,5,4,0,56,False,False,100.0,23
Bad,69,361,8,96,26,0,89,1.0,6,5,28,1,29,35,0,29,57.0,5,3,0,64,True,True,93.0,17
Good,78,164,10,82,15,0,100,122.0,7,7,16,1,38,0,0,56,69.0,3,2,0,83,False,False,94.0,13
Bad,58,334,4,99,34,0,68,13.0,7,6,37,2,54,2,4,68,32.0,3,4,1,58,True,False,92.0,21
Good,84,273,6,119,19,0,95,25.0,7,6,19,1,16,0,2,3,,2,1,0,30,True,False,100.0,5
Good,86,403,3,131,18,0,100,122.0,7,7,21,2,24,0,4,2,,4,2,0,40,False,False,86.0,8
Good,90,190,3,94,15,0,100,122.0,7,7,15,1,27,3,1,3,,1,1,0,67,False,False,100.0,10
Bad,60,134,4,55,38,0,92,5.0,6,6,39,6,46,0,0,42,53.0,11,5,2,89,True,True,97.0,34
Good,63,202,6,31,9,2,90,34.0,7,2,25,4,20,35,1,49,81.0,6,2,1,89,True,False,36.0,22
Bad,69,122,6,52,13,3,92,74.0,7,6,16,2,92,0,1,52,97.0,1,4,0,100,True,False,81.0,16
Good,80,145,5,53,29,0,100,122.0,7,7,30,7,17,10,0,0,,2,1,0,20,False,False,97.0,6
Good,85,297,10,104,23,0,100,122.0,7,7,23,1,26,0,0,3,56.0,3,4,0,50,False,False,100.0,11
Good,88,178,14,97,8,0,100,122.0,7,7,8,0,38,15,0,0,77.0,2,1,0,75,False,False,100.0,6
Bad,59,185,7,76,21,0,83,11.0,6,6,24,2,63,0,3,59,64.0,2,6,2,73,True,True,88.0,17
Bad,63,163,3,25,24,0,100,122.0,7,7,31,5,59,35,1,101,90.0,6,6,4,100,False,False,77.0,31
Bad,60,43,1,21,16,0,94,36.0,7,6,17,7,29,0,9,32,99.0,4,1,1,50,True,False,94.0,8
Good,64,216,2,86,18,1,60,42.0,7,4,25,2,36,0,3,40,58.0,1,4,1,60,True,False,72.0,15
Bad,72,183,7,63,15,0,100,122.0,7,7,15,1,40,0,4,61,62.0,2,1,1,38,False,False,100.0,5
Bad,74,131,8,46,21,0,96,47.0,7,6,24,3,54,1,1,30,106.0,1,9,1,100,True,False,88.0,24
Good,81,238,7,60,30,0,97,73.0,7,6,51,1,47,12,0,7,89.0,1,6,0,54,True,False,59.0,27
Good,87,270,26,83,28,0,100,122.0,7,7,28,0,25,0,0,0,,1,2,0,10,False,False,100.0,2
Bad,44,181,40,131,57,1,68,0.0,2,5,63,0,32,35,1,58,13.0,17,3,4,79,True,True,90.0,49
Good,86,227,9,103,32,0,100,122.0,7,7,35,2,28,14,0,14,16.0,3,2,0,42,False,False,91.0,14
Good,85,141,15,77,25,0,96,30.0,7,6,32,0,12,11,0,1,,3,1,0,50,True,False,78.0,16
Good,84,146,11,49,14,0,100,122.0,7,7,14,1,21,4,1,1,,2,1,0,50,False,False,100.0,7
Good,73,287,4,102,10,0,55,13.0,7,5,11,3,55,35,2,30,65.0,2,2,0,67,True,False,91.0,7
Good,75,438,1,79,48,0,100,122.0,7,7,53,2,20,0,3,12,26.0,9,3,2,52,False,False,91.0,27
Bad,63,181,2,76,22,1,80,1.0,6,3,25,3,12,3,1,29,79.0,7,1,0,53,True,True,88.0,13
Bad,65,79,9,40,11,0,77,8.0,6,5,13,1,46,0,2,0,96.0,0,2,1,75,True,True,85.0,9
Bad,68,266,13,93,29,1,90,39.0,7,6,29,0,59,0,2,98,53.0,3,4,3,88,True,False,100.0,25
Good,80,234,0,62,27,0,100,122.0,7,7,35,4,26,0,3,22,,4,1,2,38,False,False,77.0,13
Bad,66,172,10,90,44,0,100,122.0,7,7,48,1,38,35,1,65,85.0,12,2,8,82,False,False,92.0,39
Good,79,150,11,59,27,0,100,122.0,7,7,27,1,33,2,4,8,77.0,2,3,0,50,False,False,100.0,13
Good,84,380,5,109,24,0,100,122.0,7,7,24,1,4,0,1,1,,3,1,0,27,False,False,100.0,6
Good,65,258,3,98,21,2,70,11.0,6,4,55,4,33,7,0,2,75.0,2,4,0,46,True,True,38.0,25
Bad,68,141,7,51,15,0,100,122.0,7,7,15,4,33,0,0,47,92.0,5,2,1,78,False,False,100.0,11
Good,82,193,1,75,36,0,100,122.0,7,7,37,3,38,0,5,7,,2,2,0,33,False,False,97.0,12
Good,72,226,6,127,42,0,95,21.0,7,6,43,2,40,35,1,38,47.0,10,2,1,71,True,False,98.0,30
Good,60,375,77,219,6,1,86,1.0,2,2,7,0,57,0,0,31,,1,2,1,33,True,True,86.0,2
Bad,70,154,8,124,9,0,70,5.0,6,5,24,1,50,35,1,9,,1,1,0,40,True,True,38.0,9
Bad,64,109,13,65,9,1,90,60.0,7,6,10,0,50,12,0,86,39.0,3,3,1,100,True,False,90.0,10
Bad,62,233,8,79,6,2,86,44.0,7,5,9,1,57,0,0,63,71.0,2,3,1,83,True,False,67.0,7
Bad,65,159,28,49,11,0,91,14.0,7,6,22,0,27,9,0,52,,4,1,1,83,True,False,50.0,18
Good,86,153,6,94,10,0,100,122.0,7,7,11,1,73,6,0,0,87.0,0,3,0,60,False,False,91.0,6
Good,70,92,11,57,16,0,88,16.0,7,6,16,1,44,0,0,37,61.0,1,3,0,67,True,False,100.0,10
Bad,62,153,3,68,27,1,86,1.0,4,4,28,3,25,0,2,22,30.0,7,3,2,50,True,True,96.0,14
Bad,68,60,7,31,11,0,92,27.0,7,5,12,3,42,0,1,50,77.0,5,2,1,88,True,False,92.0,10
Good,76,231,9,86,27,0,97,22.0,7,6,30,3,33,1,1,48,75.0,4,3,0,78,True,False,90.0,23
Good,73,206,7,97,28,0,97,23.0,7,6,31,1,35,0,0,34,56.0,4,3,0,73,True,False,90.0,22
Bad,65,125,5,54,28,1,90,6.0,6,4,31,2,58,0,0,51,62.0,4,5,1,75,True,True,90.0,23
Good,64,320,2,96,40,0,93,24.0,7,6,42,2,37,0,7,35,77.0,14,2,1,80,True,False,95.0,33
Bad,64,133,8,77,16,2,76,5.0,6,4,21,2,29,0,2,32,2.0,6,2,1,80,True,True,76.0,16
Bad,65,235,3,65,28,0,90,40.0,7,6,29,5,31,0,2,31,71.0,12,4,1,80,True,False,97.0,23
Bad,68,261,2,63,13,0,86,25.0,7,6,14,5,36,0,2,32,95.0,7,3,0,83,True,False,93.0,11
Bad,65,182,2,50,18,0,90,6.0,6,5,21,5,57,35,7,58,88.0,4,3,0,88,True,True,86.0,18
Bad,75,193,3,52,23,0,96,43.0,7,2,24,2,29,0,0,27,,9,1,1,67,True,False,96.0,16
Bad,65,82,1,43,25,1,97,70.0,7,5,30,3,33,2,4,33,53.0,2,8,1,56,True,False,83.0,16
Good,91,323,34,164,15,0,100,122.0,7,7,15,0,20,2,1,1,35.0,2,1,0,30,False,False,100.0,4
Bad,80,318,4,74,22,0,100,122.0,7,7,22,5,77,0,8,7,91.0,2,3,0,83,False,False,100.0,18
Bad,67,187,9,67,15,1,88,2.0,2,2,17,1,41,0,1,60,56.0,5,2,1,78,True,True,88.0,13
Bad,68,182,19,94,19,0,90,2.0,6,6,20,0,40,0,3,5,48.0,3,3,0,55,True,True,95.0,11
Good,85,164,4,90,34,0,100,122.0,7,7,37,2,76,3,1,2,,2,1,0,100,False,False,92.0,37
Bad,67,51,2,25,9,0,80,10.0,6,6,10,2,50,0,2,0,96.0,1,1,0,50,True,True,90.0,5
Bad,82,256,6,77,17,0,100,122.0,7,7,51,1,22,1,1,37,,3,1,2,80,False,False,33.0,40
Bad,73,214,4,122,27,0,96,34.0,7,6,31,2,37,4,3,16,93.0,2,2,0,40,True,False,87.0,12
Good,83,417,22,113,22,0,100,122.0,7,7,22,0,27,22,0,44,,2,1,0,60,False,False,100.0,13
Bad,62,340,3,86,21,0,91,2.0,6,5,23,3,17,0,2,50,64.0,6,2,3,67,True,True,91.0,15
Good,68,269,12,115,18,0,89,54.0,7,6,18,0,28,0,0,68,84.0,9,1,4,83,True,False,100.0,14
Bad,59,156,14,63,17,2,82,67.5,7,6,19,0,24,0,1,35,76.0,6,2,2,80,True,False,89.0,15
Bad,84,305,5,86,45,0,100,122.0,7,7,46,2,35,0,3,22,84.0,4,3,0,47,False,False,98.0,21
Good,82,78,3,36,26,0,100,122.0,7,7,26,3,8,35,0,1,,1,1,0,11,False,False,100.0,2
Good,64,166,2,58,14,0,89,18.0,7,5,19,3,58,3,1,41,82.0,3,6,0,82,True,False,74.0,15
Bad,81,137,9,66,34,0,100,122.0,7,7,34,1,62,0,1,24,92.0,3,4,0,78,False,False,100.0,26
Bad,76,65,13,31,3,0,100,122.0,7,7,3,0,0,0,0,48,,2,2,1,67,False,False,100.0,2
Good,88,214,4,114,31,0,100,122.0,7,7,31,2,13,0,1,16,,2,1,0,19,False,False,100.0,5
Bad,65,123,2,53,16,0,82,18.0,7,6,17,2,41,0,1,58,97.0,6,2,2,73,True,False,94.0,12
Good,84,52,3,25,7,0,100,122.0,7,7,7,2,43,0,0,5,98.0,1,2,0,50,False,False,100.0,3
Good,86,191,3,77,38,0,100,122.0,7,7,40,3,58,5,0,6,,4,2,1,55,False,False,95.0,22
Good,86,215,5,80,38,0,100,122.0,7,7,39,2,16,12,0,2,,1,2,0,21,False,False,97.0,8
Good,86,166,2,77,9,0,100,122.0,7,7,10,1,40,0,5,7,,1,1,0,33,False,False,90.0,3
Bad,60,85,14,54,16,3,68,25.0,7,3,23,0,47,2,1,23,49.0,3,3,2,50,True,False,70.0,11
Bad,62,171,5,92,52,0,90,4.0,6,5,58,2,47,35,0,28,32.0,7,7,0,78,True,True,90.0,45
Bad,72,198,13,91,16,0,94,53.0,7,6,18,0,39,0,1,88,86.0,5,2,2,100,True,False,89.0,18
Bad,60,333,15,112,19,2,71,7.0,4,4,22,0,29,0,1,9,85.0,3,3,0,40,True,True,86.0,8
Good,64,282,17,81,32,0,76,1.0,6,5,33,0,33,23,0,17,56.0,9,4,0,65,True,True,97.0,21
Good,71,357,5,71,26,0,96,60.0,7,6,27,3,52,5,0,39,,3,3,1,75,True,False,96.0,20
Good,50,130,7,63,10,7,59,1.0,2,2,17,1,12,0,0,13,,4,1,1,88,True,True,59.0,14
Bad,76,75,7,44,23,0,92,12.0,7,6,24,2,13,0,0,0,77.0,2,2,0,25,True,False,96.0,6
Bad,65,299,6,77,11,1,92,1.0,2,2,12,4,17,0,8,18,107.0,6,1,1,78,True,True,92.0,9
Good,72,386,3,95,33,0,100,122.0,7,7,33,3,18,2,2,30,97.0,9,2,1,58,False,False,100.0,19
Good,59,274,3,98,27,0,93,1.0,6,6,28,2,21,0,1,54,82.0,8,2,4,65,True,True,96.0,18
Good,91,230,12,135,18,0,100,122.0,7,7,32,0,16,12,0,10,,1,2,0,25,False,False,56.0,8
Good,64,130,1,33,13,0,100,122.0,7,7,14,6,0,4,1,64,,7,2,3,78,False,False,93.0,10
Bad,65,107,7,48,40,0,100,122.0,7,7,43,4,42,0,2,80,86.0,5,2,4,70,False,False,93.0,30
Bad,62,81,5,40,17,0,89,15.0,7,6,18,1,33,0,2,79,63.0,5,2,2,88,True,False,94.0,15
Good,83,204,6,98,14,0,100,122.0,7,7,14,3,21,6,0,27,,2,1,0,25,False,False,100.0,3
Good,65,332,2,139,16,0,89,1.0,6,5,18,2,0,1,1,5,,9,2,0,60,True,True,89.0,10
Good,88,433,6,138,21,0,96,76.0,7,6,23,2,74,0,4,0,93.0,2,2,0,57,True,False,91.0,13
Bad,59,15,4,9,8,0,100,122.0,7,7,8,6,25,35,1,66,83.0,2,2,2,63,False,False,100.0,5
Good,70,141,8,145,17,2,80,29.0,7,2,20,1,20,16,0,46,91.0,5,2,1,100,True,False,85.0,20
Good,82,193,14,74,13,0,100,122.0,7,7,13,0,38,0,0,21,60.0,3,2,2,63,False,False,100.0,8
Bad,62,166,1,54,38,2,95,67.5,7,3,44,4,32,1,3,80,93.0,5,2,3,78,True,False,86.0,34
Bad,70,116,12,62,14,1,83,14.0,7,4,18,0,17,0,2,70,,5,1,2,88,True,False,78.0,15
Good,77,181,3,116,19,0,100,122.0,7,7,19,2,16,18,0,34,,10,1,1,85,False,False,100.0,16
Bad,60,70,8,39,10,1,83,19.0,7,5,13,1,58,0,1,89,93.0,4,3,2,88,True,False,77.0,11
Good,79,200,10,82,38,0,100,122.0,7,7,40,1,30,0,1,35,67.0,2,2,1,36,False,False,95.0,14
Bad,70,226,5,74,22,0,91,66.0,7,6,22,1,32,35,0,61,94.0,5,2,2,64,True,False,100.0,14
Bad,63,11,2,7,10,0,100,122.0,7,7,12,12,25,0,10,18,,7,1,0,80,False,False,83.0,9
Bad,65,101,2,34,15,0,100,122.0,7,7,18,5,33,0,9,72,100.0,5,3,4,69,False,False,83.0,12
Bad,75,197,2,95,20,0,95,62.0,7,6,21,2,24,35,2,48,99.0,4,3,1,78,True,False,95.0,16
Bad,78,75,4,35,13,0,100,122.0,7,7,14,2,50,4,1,37,73.0,4,3,0,78,False,False,93.0,10
Bad,60,215,12,110,15,0,73,13.0,7,6,15,0,7,11,0,75,,5,2,4,64,True,False,100.0,9
Bad,64,195,5,52,30,0,100,122.0,7,7,30,5,33,0,3,75,,5,2,2,50,False,False,100.0,15
Good,80,282,2,103,28,0,97,3.0,6,6,37,1,26,0,3,0,,1,2,0,14,True,True,76.0,5
Good,72,206,3,75,49,0,100,122.0,7,7,49,6,35,6,0,56,67.0,7,3,2,83,False,False,100.0,40
Bad,67,189,13,111,8,4,70,68.0,7,3,10,0,50,0,1,97,,1,1,1,100,True,False,80.0,10
Bad,55,201,4,62,33,0,88,6.0,6,6,33,5,30,35,2,71,70.0,6,5,4,61,True,True,100.0,20
Bad,58,91,4,41,31,0,100,122.0,7,7,32,5,56,0,1,71,90.0,13,4,4,100,False,False,97.0,32
Good,67,217,9,89,15,2,82,8.0,6,2,23,1,18,0,3,3,25.0,1,1,0,29,True,True,65.0,6
Good,78,193,29,100,18,0,100,122.0,7,7,18,0,33,0,0,63,,4,2,2,55,False,False,100.0,9
Bad,72,48,10,26,4,0,100,122.0,7,7,4,1,25,35,1,54,,3,1,0,100,False,False,100.0,4
Good,82,120,2,43,15,0,100,122.0,7,7,17,4,29,0,0,33,80.0,2,4,0,86,False,False,88.0,14
Bad,55,313,21,119,18,1,64,3.0,6,4,22,0,36,0,1,55,56.0,6,2,5,75,True,True,82.0,16
Bad,70,113,13,21,9,0,100,122.0,7,7,14,0,11,0,2,20,,3,1,1,50,False,False,64.0,7
Good,80,228,2,61,46,0,100,122.0,7,7,49,7,29,0,1,9,,5,2,0,57,False,False,94.0,27
Good,72,400,3,104,38,0,100,122.0,7,7,39,5,18,0,0,37,3.0,9,2,3,63,False,False,97.0,24
Good,75,292,7,102,22,0,100,122.0,7,7,22,1,27,7,0,31,,6,2,1,62,False,False,100.0,13
Good,73,397,2,113,40,0,98,39.0,7,6,41,5,37,10,0,26,79.0,8,4,0,71,True,False,98.0,29
Good,82,191,9,77,31,0,90,22.0,7,6,31,1,16,0,1,7,82.0,4,1,0,42,True,False,100.0,13
Bad,67,212,4,79,18,0,100,122.0,7,7,18,5,22,0,3,81,30.0,7,1,5,82,False,False,100.0,14
Good,79,344,24,135,24,0,100,122.0,7,7,24,0,17,1,1,41,,4,1,2,50,False,False,100.0,12
Bad,89,272,22,126,16,0,100,122.0,7,7,16,0,25,1,1,9,43.0,2,2,0,40,False,False,100.0,6
Bad,73,107,10,70,20,0,95,67.5,7,6,21,1,86,0,4,81,93.0,2,3,2,83,True,False,95.0,17
Good,71,59,2,21,6,0,100,122.0,7,7,8,4,50,1,2,44,95.0,2,2,0,67,False,False,75.0,5
Bad,56,180,8,74,29,2,87,2.0,3,3,32,4,30,35,1,30,80.0,5,4,1,69,True,True,91.0,22
Bad,69,161,4,90,19,1,89,61.0,7,6,19,2,26,35,1,38,94.0,8,1,3,90,True,False,100.0,17
Good,72,194,2,100,43,0,100,122.0,7,7,48,1,29,35,0,34,61.0,8,3,3,72,False,False,90.0,34
Good,86,361,12,171,9,0,100,122.0,7,7,9,0,22,0,0,31,16.0,4,2,0,67,False,False,100.0,6
Good,65,114,11,63,14,2,72,16.0,7,2,19,2,28,35,3,23,80.0,3,1,1,57,True,False,74.0,10
Good,77,145,3,66,20,0,95,61.0,7,6,25,2,35,35,0,22,66.0,4,3,0,70,True,False,80.0,17
Good,86,155,3,68,33,0,100,122.0,7,7,36,2,42,0,1,2,98.0,2,1,0,60,False,False,92.0,21
Bad,58,214,10,158,15,2,58,1.0,6,3,19,1,53,35,0,3,68.0,4,3,0,100,True,True,79.0,19
Bad,65,91,1,38,17,1,89,21.0,7,6,18,5,56,0,6,26,37.0,3,4,0,78,True,False,94.0,14
Good,81,134,2,60,25,0,100,122.0,7,7,27,2,15,35,1,32,48.0,6,3,0,100,False,False,93.0,27
Good,82,270,30,89,12,0,100,122.0,7,7,12,0,42,0,0,44,6.0,3,2,0,71,False,False,100.0,8
Good,79,261,4,121,14,0,93,61.0,7,6,14,2,7,0,2,11,,2,2,0,50,True,False,100.0,7
Good,89,159,11,62,9,0,100,122.0,7,7,9,3,22,11,0,2,,1,1,0,33,False,False,100.0,2
Bad,68,238,20,72,31,2,91,3.0,2,2,33,0,21,0,0,20,62.0,5,2,1,44,True,True,94.0,14
Good,83,202,28,97,10,0,100,122.0,7,7,10,0,20,1,1,0,46.0,0,2,1,67,False,False,100.0,6
Bad,69,105,3,30,17,0,100,122.0,7,7,17,7,12,4,1,32,100.0,6,1,2,64,False,False,100.0,10
Good,83,190,26,102,32,0,97,52.0,7,6,33,0,19,2,1,2,20.0,2,3,0,42,True,False,97.0,13
Good,81,137,1,55,20,0,100,122.0,7,7,23,3,43,1,3,33,92.0,2,3,0,63,False,False,87.0,14
Bad,74,111,2,52,26,0,100,122.0,7,7,29,5,34,0,0,46,92.0,5,2,2,64,False,False,90.0,18
Good,88,206,7,83,23,0,100,122.0,7,7,25,2,44,23,0,18,89.0,1,2,0,60,False,False,92.0,15
Bad,80,146,1,38,15,0,100,122.0,7,7,30,1,13,3,2,16,,2,1,0,27,False,False,50.0,8
Bad,80,203,6,91,15,0,100,122.0,7,7,17,1,29,35,0,16,93.0,6,2,1,69,False,False,88.0,11
Good,83,174,9,142,13,0,100,122.0,7,7,14,1,36,0,3,0,82.0,0,2,0,33,False,False,93.0,4
Good,68,123,20,44,7,0,86,10.0,7,6,7,0,29,1,1,26,72.0,2,2,0,80,True,False,100.0,5
Good,56,219,7,99,36,1,97,0.0,6,6,40,2,38,1,4,26,42.0,4,3,0,39,True,True,90.0,15
Bad,68,223,4,81,25,1,76,12.0,7,4,29,5,28,15,0,33,96.0,4,3,1,50,True,False,86.0,14
Good,68,252,21,114,15,0,88,5.0,6,5,17,0,53,35,0,23,,2,3,0,83,True,True,88.0,14
Bad,58,149,13,68,31,0,91,1.0,6,6,32,0,34,35,1,62,64.0,4,5,2,75,True,True,97.0,24
Bad,67,251,2,76,31,0,97,67.5,7,6,34,4,59,35,3,79,84.0,6,5,2,92,True,False,91.0,31
Good,81,144,14,83,23,0,92,54.0,7,6,25,0,36,0,0,8,49.0,1,2,0,33,True,False,92.0,8
Good,66,182,5,69,20,0,100,122.0,7,7,20,2,25,3,1,55,96.0,8,2,3,91,False,False,100.0,18
Bad,61,39,23,26,4,1,60,12.0,7,5,6,0,60,0,0,28,,1,1,0,67,True,False,67.0,4
Good,82,257,3,108,45,0,100,122.0,7,7,46,3,28,35,1,3,100.0,2,3,0,46,False,False,98.0,21
Good,74,198,4,53,11,1,92,62.0,7,2,12,1,33,4,2,3,,2,1,0,43,True,False,92.0,5
