RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,DelqEver,DelqLast12M,PercentSatisfactoryTrades,NumTradesWBalance
Bad,59,209,5,96,16,1,82,1.0,6,3,17,1,18,4,1,43,,6,1,0,70,True,True,94.0,11
Bad,75,136,33,74,17,0,100,122.0,7,7,25,0,65,2,1,83,165.0,1,9,1,77,False,False,68.0,19
Good,74,435,4,192,12,0,77,18.0,7,6,13,1,8,0,0,56,,2,2,0,75,True,False,92.0,9
Good,87,172,11,72,19,0,100,122.0,7,7,19,1,32,16,0,0,25.0,1,2,0,27,False,False,100.0,5
Bad,67,134,2,52,23,0,92,63.0,7,6,25,3,25,0,9,30,,5,2,1,64,True,False,92.0,16
Good,58,125,14,62,10,5,80,1.0,6,6,10,0,60,0,2,81,,3,2,1,83,True,True,100.0,8
Bad,82,163,18,86,14,0,100,122.0,7,7,14,0,7,5,0,35,70.0,3,1,0,83,False,False,100.0,11
Good,74,158,2,58,36,1,97,67.5,7,6,40,5,45,0,0,0,92.0,1,3,1,57,True,False,90.0,22
Good,71,167,31,84,21,0,96,37.0,7,6,23,0,13,35,0,55,,5,1,3,60,True,False,91.0,13
Good,88,286,76,133,4,0,100,122.0,7,7,5,0,60,0,0,9,,1,2,0,100,False,False,80.0,5
Good,77,255,5,72,40,0,100,122.0,7,7,45,7,22,35,1,3,71.0,7,5,1,46,False,False,89.0,20
Good,80,270,18,128,32,0,100,122.0,7,7,32,0,38,0,0,25,31.0,3,6,1,77,False,False,100.0,24
Good,69,117,7,34,8,0,89,44.0,7,6,9,1,78,0,2,0,94.0,0,3,1,75,True,False,89.0,6
Good,78,156,4,41,13,0,100,122.0,7,7,13,6,38,3,3,19,93.0,2,3,0,71,False,False,100.0,9
Good,82,172,0,71,23,0,100,122.0,7,7,24,4,54,0,1,4,81.0,4,3,0,70,False,False,96.0,16
Bad,77,264,4,78,35,0,100,122.0,7,7,35,7,6,0,1,11,,6,2,2,47,False,False,100.0,16
Good,70,284,1,64,12,0,71,9.0,6,5,14,1,14,0,1,15,60.0,3,2,0,63,True,True,86.0,8
Bad,73,420,97,208,7,0,88,64.0,7,6,8,0,25,0,0,76,,3,2,2,75,True,False,88.0,6
Good,58,372,38,94,15,1,71,5.0,3,3,17,0,53,0,0,35,,4,1,0,100,True,True,88.0,17
Bad,59,45,11,31,10,1,73,11.0,6,4,15,1,20,0,0,14,,6,1,0,88,True,True,67.0,13
Good,78,175,17,88,39,0,100,122.0,7,7,40,0,70,5,1,33,74.0,3,2,1,83,False,False,98.0,33
Good,74,52,5,26,16,0,100,122.0,7,7,16,2,19,0,1,45,56.0,3,2,0,56,False,False,100.0,8
Bad,62,343,3,154,16,4,60,28.0,7,2,25,2,20,0,3,59,,4,2,1,67,True,False,64.0,16
Bad,60,240,5,115,11,0,73,13.0,7,5,15,1,33,14,0,93,96.0,5,2,3,100,True,False,73.0,15
Good,85,165,1,73,10,0,100,122.0,7,7,13,4,8,0,0,11,,4,1,0,63,False,False,77.0,8
Bad,56,165,1,71,1,5,75,34.0,7,5,9,2,50,0,3,0,,0,1,0,67,True,False,11.0,6
Good,76,254,8,85,16,0,100,122.0,7,7,16,2,31,0,0,49,94.0,2,3,2,71,False,False,100.0,11
Bad,60,55,2,30,20,0,100,122.0,7,7,21,7,24,1,5,64,91.0,7,4,3,80,False,False,95.0,16
Good,88,217,7,94,12,0,100,122.0,7,7,12,1,17,0,0,6,,3,2,0,38,False,False,100.0,4
Bad,83,262,19,135,36,0,100,122.0,7,7,37,0,27,19,0,38,47.0,11,2,1,76,False,False,97.0,28
Bad,73,178,2,42,11,0,100,122.0,7,7,11,2,8,35,0,40,100.0,4,1,1,71,False,False,100.0,7
Bad,70,84,8,40,15,0,88,60.0,7,5,16,1,25,35,0,7,69.0,2,3,0,56,True,False,94.0,8
Good,82,222,3,73,38,0,100,122.0,7,7,39,3,31,0,2,8,100.0,3,2,0,38,False,False,97.0,14
Bad,57,168,73,107,8,2,89,8.0,2,6,9,0,44,35,0,30,,4,2,1,67,True,True,89.0,6
Bad,69,266,5,93,22,0,89,28.0,7,5,27,2,41,9,0,27,92.0,6,2,1,67,True,False,81.0,18
Good,60,303,2,116,44,0,87,5.0,7,6,45,1,27,0,0,35,70.0,6,5,1,50,True,False,98.0,22
Bad,77,46,5,27,7,0,100,122.0,7,7,7,2,43,0,1,0,96.0,0,2,1,67,False,False,100.0,4
Bad,61,210,4,64,28,0,93,9.0,6,6,28,3,46,0,0,52,95.0,10,2,4,86,True,True,100.0,24
Good,82,208,11,77,22,0,96,39.0,7,5,24,1,21,0,1,3,80.0,4,2,0,55,True,False,92.0,13
Good,72,156,2,53,16,0,89,50.0,7,5,24,1,37,35,0,29,50.0,2,2,1,44,True,False,67.0,10
Good,80,229,0,87,12,0,100,122.0,7,7,13,2,15,0,0,53,,2,1,2,38,False,False,92.0,4
Bad,79,181,1,91,12,0,100,122.0,7,7,14,1,21,0,3,66,39.0,3,2,1,71,False,False,86.0,9
Good,68,348,12,91,34,0,100,122.0,7,7,34,0,32,0,0,78,68.0,11,4,7,76,False,False,100.0,25
Bad,63,79,10,30,10,0,100,122.0,7,7,10,1,30,35,0,88,70.0,4,2,2,100,False,False,100.0,10
Bad,80,88,2,50,20,0,95,39.0,7,6,22,2,48,21,0,13,55.0,4,3,0,70,True,False,91.0,15
Good,74,138,23,89,9,0,89,1.0,6,6,9,0,22,0,0,3,,1,2,0,25,True,True,100.0,2
Bad,71,171,27,92,9,0,67,7.0,6,6,9,0,22,5,0,40,43.0,3,1,0,67,True,True,100.0,6
Good,72,156,12,48,10,0,90,79.0,7,6,10,0,30,35,2,41,65.0,4,1,0,86,True,False,100.0,8
Good,82,235,24,123,30,0,100,122.0,7,7,32,0,38,35,0,36,,3,1,0,100,False,False,94.0,32
Bad,68,144,4,58,24,0,100,122.0,7,7,24,3,38,0,0,81,82.0,8,4,2,100,False,False,100.0,24
Good,61,138,19,62,9,0,92,1.0,6,6,13,0,31,0,2,91,61.0,4,2,4,75,True,True,69.0,9
Good,86,153,17,77,19,0,100,122.0,7,7,21,0,43,0,1,8,92.0,1,4,0,83,False,False,90.0,17
Good,79,193,18,100,24,0,96,36.0,7,6,34,0,40,19,0,16,,3,1,0,44,True,False,71.0,14
Good,71,176,6,87,16,1,94,57.0,7,2,17,1,35,35,0,70,,3,2,1,75,True,False,94.0,12
Bad,57,75,8,33,17,0,88,2.0,6,6,17,1,18,0,0,32,,3,1,2,44,True,True,100.0,7
Good,71,181,9,46,15,0,88,21.0,7,6,16,3,44,8,0,32,89.0,3,2,0,63,True,False,94.0,10
Good,70,204,6,77,28,0,97,2.0,6,6,50,4,23,6,0,33,97.0,3,1,1,42,True,True,56.0,21
Bad,67,96,15,63,20,0,75,2.0,6,6,20,0,55,0,0,4,78.0,3,3,0,60,True,True,100.0,12
Good,88,450,33,169,14,0,100,122.0,7,7,14,0,14,0,0,0,,2,2,0,50,False,False,100.0,7
Bad,66,133,6,77,23,0,100,122.0,7,7,26,2,42,0,3,105,94.0,6,2,6,100,False,False,88.0,26
Good,75,176,2,77,23,0,100,122.0,7,7,28,3,43,1,1,46,86.0,5,2,2,78,False,False,82.0,21
Good,90,184,71,106,4,0,100,122.0,7,7,4,0,50,0,0,0,,0,1,0,50,False,False,100.0,2
Bad,74,211,8,85,43,0,93,8.0,6,5,45,1,44,0,2,3,80.0,4,2,0,60,True,True,96.0,27
Good,82,302,28,91,19,0,100,122.0,7,7,20,0,15,0,3,2,,4,2,0,50,False,False,95.0,10
Bad,60,199,9,40,14,2,94,65.0,2,5,16,3,44,8,0,103,,4,2,3,100,True,True,88.0,16
Bad,57,129,29,74,12,16,30,6.0,3,3,30,0,73,35,0,26,47.0,2,9,0,92,True,True,40.0,27
Bad,74,254,3,101,14,0,87,40.0,7,6,15,1,47,0,1,29,67.0,3,4,1,70,True,False,93.0,10
Bad,59,244,4,76,27,0,80,6.0,6,5,30,2,40,0,2,88,54.0,7,4,3,93,True,True,90.0,27
Good,78,479,12,128,30,0,90,13.0,7,6,30,0,30,11,0,6,50.0,6,5,1,61,True,False,100.0,18
Bad,55,138,6,43,3,0,50,73.0,7,6,4,1,50,0,2,131,90.0,1,1,1,100,True,False,75.0,4
Bad,62,260,3,74,29,0,86,1.0,6,5,35,6,40,35,5,27,73.0,7,8,0,63,True,True,83.0,22
Good,76,268,1,78,23,0,100,122.0,7,7,35,6,28,0,2,13,53.0,4,2,0,43,False,False,66.0,15
Bad,51,169,5,70,19,0,62,2.0,6,6,21,1,33,0,0,87,48.0,5,2,4,64,True,True,90.0,13
Good,70,241,4,88,10,0,75,56.0,7,5,13,1,50,0,0,39,68.0,4,2,2,100,True,False,77.0,13
Good,82,174,6,74,25,0,100,122.0,7,7,26,1,23,5,0,19,77.0,2,3,0,67,False,False,96.0,17
Good,77,298,10,121,23,0,100,122.0,7,7,24,2,25,1,3,48,87.0,5,1,1,67,False,False,96.0,16
Good,73,134,11,54,23,0,100,122.0,7,7,24,1,46,2,1,47,58.0,4,4,1,67,False,False,96.0,16
Bad,69,147,3,65,38,0,100,122.0,7,7,41,4,44,1,4,51,73.0,3,3,1,46,False,False,93.0,18
Good,76,292,1,110,38,0,98,67.0,7,6,44,3,18,6,0,21,96.0,7,2,2,59,True,False,86.0,25
Good,77,90,10,41,3,0,100,122.0,7,7,3,1,67,0,0,26,83.0,1,2,0,100,False,False,100.0,3
Bad,79,130,15,63,12,0,92,33.0,7,6,12,0,42,0,0,12,,2,1,2,60,True,False,100.0,7
Bad,65,277,6,79,27,0,93,25.0,7,6,30,4,21,0,11,29,43.0,6,3,2,56,True,False,90.0,16
Bad,75,360,1,43,18,0,100,122.0,7,7,37,6,32,35,0,36,38.0,3,3,0,55,False,False,49.0,20
Bad,74,369,6,80,19,1,95,17.0,7,2,19,2,5,35,0,21,,6,2,0,67,True,False,100.0,12
Good,78,317,13,77,33,0,97,33.0,7,6,35,0,21,35,0,5,,3,2,0,31,True,False,94.0,10
Bad,80,172,2,32,38,0,100,122.0,7,7,39,14,33,0,29,6,88.0,5,4,0,38,False,False,97.0,14
Bad,67,89,1,36,16,0,100,122.0,7,7,19,5,26,0,4,63,29.0,6,2,3,73,False,False,84.0,13
Bad,66,136,6,62,55,1,98,14.0,7,2,57,4,23,0,1,41,60.0,9,5,4,56,True,False,96.0,31
Bad,82,153,9,54,18,0,100,122.0,7,7,18,1,44,14,0,9,,2,1,0,38,False,False,100.0,6
Bad,54,266,5,99,54,0,96,11.0,6,6,56,2,43,2,3,58,67.0,12,6,3,69,True,True,96.0,38
Bad,56,91,3,46,27,0,96,9.0,6,6,27,5,19,2,1,86,69.0,17,2,8,87,True,True,100.0,23
Bad,88,188,17,107,9,0,100,122.0,7,7,16,0,33,35,0,0,69.0,1,2,0,57,False,False,56.0,9
Good,84,49,6,28,13,0,100,122.0,7,7,13,1,46,0,1,1,59.0,1,2,0,60,False,False,100.0,7
Bad,60,47,12,31,2,0,33,5.0,6,6,3,0,33,0,0,72,,1,2,0,100,True,True,67.0,3
Good,75,85,2,60,7,1,78,27.0,7,4,9,2,44,0,0,5,,3,1,1,80,True,False,78.0,7
Good,60,261,2,121,10,0,46,41.0,7,5,13,1,38,2,1,4,101.0,3,2,0,100,True,False,77.0,13
Bad,63,112,4,54,17,1,89,21.0,7,2,19,1,37,0,0,72,97.0,7,3,4,91,True,False,89.0,17
Bad,62,144,2,43,22,0,100,122.0,7,7,23,3,35,0,1,74,41.0,6,4,3,71,False,False,96.0,16
Bad,69,192,2,106,27,1,88,15.0,7,4,32,5,53,35,2,15,23.0,4,4,0,67,True,False,84.0,21
Good,68,148,7,65,17,0,83,31.0,7,6,18,1,44,0,0,28,48.0,2,2,2,40,True,False,94.0,7
Good,75,231,7,83,28,2,97,78.0,7,6,30,2,77,1,1,10,73.0,2,3,0,63,True,False,93.0,18
Bad,83,175,26,69,16,0,100,122.0,7,7,16,0,38,0,1,4,43.0,2,2,0,40,False,False,100.0,6
Bad,72,21,8,16,3,0,100,122.0,7,7,3,1,67,0,1,4,87.0,1,2,1,100,False,False,100.0,3
Bad,60,89,3,40,27,0,100,122.0,7,7,27,5,37,35,1,89,54.0,11,2,6,81,False,False,100.0,21
Bad,62,154,6,84,11,0,92,1.0,6,5,12,1,25,0,2,5,93.0,1,2,0,75,True,True,92.0,9
Good,83,181,12,82,10,0,85,75.0,7,6,13,0,46,5,0,2,87.0,1,1,0,67,True,False,77.0,8
Bad,58,264,13,78,24,0,92,1.0,6,6,25,0,28,0,4,70,23.0,13,2,5,94,True,True,96.0,23
Bad,62,164,9,47,13,0,100,122.0,7,7,13,3,31,0,1,81,87.0,5,2,4,88,False,False,100.0,11
Bad,88,199,4,112,5,0,100,122.0,7,7,5,1,40,3,1,5,98.0,3,1,0,100,False,False,100.0,5
Good,86,167,5,65,46,0,100,122.0,7,7,47,4,20,4,1,2,,1,2,0,13,False,False,98.0,6
Bad,68,63,1,28,14,0,93,37.0,7,6,15,2,53,35,0,31,,1,1,0,50,True,False,93.0,7
Bad,70,278,11,87,16,0,94,12.0,7,5,31,1,18,35,1,74,66.0,7,3,3,100,True,False,52.0,31
Bad,55,156,5,65,59,1,98,2.0,6,6,59,5,36,1,11,44,91.0,7,5,1,92,True,True,100.0,54
Bad,71,135,24,73,21,1,87,15.0,7,4,23,0,4,0,0,26,,4,1,1,55,True,False,91.0,12
Bad,76,87,2,34,30,0,100,122.0,7,7,35,6,34,0,16,4,60.0,9,1,0,65,False,False,86.0,22
Bad,61,108,1,64,3,0,67,79.0,7,6,8,2,50,0,4,81,81.0,1,1,1,75,True,False,38.0,6
Good,77,132,8,70,23,0,100,122.0,7,7,23,1,48,3,2,21,88.0,2,3,0,71,False,False,100.0,16
Good,84,137,3,87,22,0,95,67.5,7,6,22,1,41,0,0,8,,2,1,0,43,True,False,100.0,9
Bad,68,27,0,15,12,0,100,122.0,7,7,13,5,31,0,5,14,72.0,3,3,0,67,False,False,92.0,8
Bad,63,88,8,41,25,0,92,20.0,7,6,26,1,35,0,2,25,72.0,3,3,2,38,True,False,96.0,9
Bad,63,103,5,37,29,0,90,3.0,6,5,31,3,37,6,0,32,95.0,8,5,0,57,True,True,94.0,17
Bad,75,94,1,24,10,0,100,122.0,7,7,11,5,27,2,4,18,66.0,3,2,0,63,False,False,91.0,6
Good,60,106,2,61,25,0,93,41.0,7,6,27,1,22,0,0,88,100.0,13,1,5,93,True,False,93.0,25
Good,79,165,2,100,31,1,95,72.0,7,3,37,3,73,7,0,11,,2,1,0,60,True,False,84.0,22
Good,88,422,13,127,23,0,100,122.0,7,7,24,0,17,0,2,2,,2,1,0,38,False,False,96.0,9
Bad,56,184,2,113,19,1,56,4.0,6,2,27,1,22,0,1,50,,9,2,1,75,True,True,70.0,20
Bad,66,139,11,80,7,0,100,122.0,7,7,8,1,25,0,0,86,,2,1,2,100,False,False,88.0,8
Bad,61,272,1,70,8,1,78,20.0,7,6,10,4,22,0,9,22,65.0,3,2,0,63,True,False,80.0,6
Bad,67,97,2,46,8,0,100,122.0,7,7,9,1,33,0,1,66,48.0,5,2,1,88,False,False,89.0,7
Bad,80,181,9,53,13,0,100,122.0,7,7,13,1,62,0,0,44,92.0,2,3,0,83,False,False,100.0,10
Good,84,168,4,66,15,0,100,122.0,7,7,43,2,40,0,2,3,62.0,3,2,0,86,False,False,35.0,36
Good,91,425,61,127,14,0,100,122.0,7,7,15,0,14,0,0,3,,4,1,0,71,False,False,93.0,10
Good,89,245,184,215,2,0,100,122.0,7,7,37,0,0,22,0,3,,1,2,0,50,False,False,5.0,18
Bad,84,85,4,42,5,0,100,122.0,7,7,5,1,40,0,0,0,,0,2,0,50,False,False,100.0,2
Good,75,416,4,167,7,2,89,28.0,7,2,10,2,33,0,1,8,57.0,5,2,0,88,True,False,70.0,8
Bad,67,217,12,82,27,3,72,30.0,7,3,32,0,41,0,3,5,85.0,1,4,1,45,True,False,84.0,14
Good,82,308,8,109,38,0,100,122.0,7,7,44,2,50,3,1,1,84.0,4,1,1,38,False,False,86.0,16
Bad,74,385,2,72,35,1,95,69.0,7,4,37,6,49,3,1,34,95.0,3,5,0,75,True,False,95.0,27
Bad,57,137,3,56,16,1,71,17.0,7,6,18,2,41,0,0,81,99.0,5,3,1,89,True,False,89.0,16
Bad,60,146,11,99,16,0,81,7.0,6,6,16,1,13,10,0,42,,7,1,2,80,True,True,100.0,12
Good,72,106,14,75,9,0,50,44.0,7,6,10,0,30,0,0,0,,0,2,1,0,True,False,90.0,0
Good,86,197,10,95,20,0,100,122.0,7,7,24,1,58,0,0,8,,4,1,0,63,False,False,83.0,15
Bad,63,174,1,62,11,0,79,5.0,6,5,14,1,29,0,5,37,101.0,5,2,2,70,True,True,79.0,9
Good,75,156,6,60,28,0,100,122.0,7,7,29,3,32,9,0,42,93.0,5,1,0,67,False,False,97.0,19
Bad,50,202,2,55,32,2,84,3.0,2,5,39,6,36,0,5,69,97.0,6,6,1,63,True,True,82.0,24
Good,63,232,2,103,14,2,88,21.0,7,4,17,1,6,1,4,11,,1,2,0,17,True,False,82.0,2
Good,58,14,1,6,3,0,100,122.0,7,7,5,4,40,35,15,98,,2,2,1,80,False,False,60.0,4
Bad,54,203,4,78,47,5,90,6.0,2,2,49,2,76,0,3,56,90.0,5,14,0,86,True,True,96.0,42
Bad,71,209,7,88,35,0,91,19.0,7,6,35,3,34,35,0,38,61.0,6,7,0,87,True,False,100.0,30
Bad,57,134,3,66,36,0,97,22.0,7,6,36,3,25,0,2,64,29.0,11,5,9,71,True,False,100.0,25
Bad,56,246,7,83,18,1,77,3.0,3,3,23,1,36,35,0,49,94.0,3,1,1,80,True,True,78.0,18
Good,75,159,10,58,9,1,91,66.0,7,3,11,1,9,0,3,15,,2,1,0,63,True,False,82.0,6
Bad,61,329,20,94,16,4,94,5.0,2,2,17,0,47,18,0,63,3.0,2,3,1,100,True,True,94.0,17
Good,77,178,14,107,20,0,100,122.0,7,7,22,0,55,1,1,39,86.0,4,2,0,100,False,False,91.0,22
Bad,68,171,6,89,16,0,94,71.0,7,6,17,1,12,0,1,51,,5,1,4,50,True,False,94.0,8
Good,63,74,12,44,21,0,95,22.0,7,5,22,0,14,35,1,54,83.0,11,1,4,80,True,False,95.0,17
Bad,65,134,5,79,16,2,61,9.0,6,2,23,2,30,35,0,18,96.0,2,2,0,57,True,True,70.0,13
Bad,71,164,10,81,12,0,100,122.0,7,7,12,1,33,0,0,83,40.0,5,2,2,78,False,False,100.0,9
Good,86,152,2,71,19,0,100,122.0,7,7,20,1,50,0,4,2,,1,1,0,29,False,False,95.0,5
Bad,88,163,11,87,9,0,90,67.5,7,6,10,1,20,0,0,2,,2,2,0,40,True,False,90.0,4
Good,77,129,15,66,19,0,95,48.0,7,6,19,0,47,14,0,40,29.0,2,2,0,80,True,False,100.0,15
Bad,54,194,11,85,11,2,43,3.0,6,2,30,1,36,35,0,55,,4,1,1,83,True,True,37.0,24
Good,85,182,17,96,19,0,96,48.0,7,6,24,0,42,9,0,5,,2,1,0,75,True,False,79.0,18
Bad,65,176,3,93,40,0,100,122.0,7,7,45,9,36,2,2,81,71.0,8,6,2,88,False,False,89.0,39
Bad,69,66,8,32,14,1,93,9.0,2,2,15,4,53,35,0,9,86.0,2,3,1,78,True,True,93.0,11
Bad,55,171,10,65,52,1,98,1.0,6,6,54,1,69,1,2,83,56.0,6,12,2,90,True,True,96.0,48
Good,80,172,1,92,21,0,100,122.0,7,7,22,2,27,0,1,37,,4,1,1,83,False,False,95.0,18
Bad,73,215,7,88,38,1,92,23.0,7,6,40,1,38,19,0,1,78.0,4,2,1,50,True,False,95.0,20
Bad,77,54,12,32,3,0,100,122.0,7,7,4,0,33,35,1,25,,2,2,0,100,False,False,75.0,4
Bad,73,159,7,60,16,0,94,15.0,7,6,16,3,44,35,0,72,94.0,5,2,0,100,True,False,100.0,16
Bad,59,255,1,87,16,0,76,1.0,6,6,17,1,41,35,3,80,43.0,4,3,3,100,True,True,94.0,17
Good,76,368,6,80,31,0,100,122.0,7,7,32,3,16,0,0,21,50.0,8,2,2,65,False,False,97.0,20
Bad,75,179,6,83,23,0,100,122.0,7,7,23,1,30,35,0,43,84.0,8,2,1,71,False,False,100.0,16
Good,64,241,2,92,39,0,100,122.0,7,7,50,1,33,0,5,68,66.0,10,1,4,65,False,False,78.0,32
Bad,61,275,5,102,34,1,87,14.0,7,4,43,1,24,3,1,58,77.0,18,3,7,81,True,False,79.0,34
Bad,61,244,19,86,7,2,50,11.0,6,3,10,0,70,0,1,95,54.0,1,3,1,100,True,True,70.0,10
Bad,86,70,9,39,10,0,100,122.0,7,7,10,1,10,0,0,0,,1,1,0,22,False,False,100.0,2
Good,81,300,2,90,18,0,100,122.0,7,7,19,4,21,2,1,17,,3,1,1,31,False,False,95.0,5
Good,78,295,9,91,28,0,100,122.0,7,7,28,1,4,0,1,23,,12,2,1,71,False,False,100.0,19
Good,80,268,3,96,41,0,98,46.0,7,6,41,1,41,2,5,7,83.0,2,5,0,58,True,False,100.0,23
Good,80,181,19,100,17,0,100,122.0,7,7,17,0,6,0,1,16,,2,1,1,80,False,False,100.0,13
Good,56,177,4,61,10,2,53,3.0,6,2,17,3,53,0,1,62,78.0,5,2,1,88,True,True,59.0,14
Good,68,191,7,67,25,1,89,20.0,7,3,32,2,22,15,0,51,44.0,9,2,5,73,True,False,78.0,23
Bad,69,75,8,32,18,0,100,122.0,7,7,18,3,44,0,0,50,88.0,6,4,2,91,False,False,100.0,16
Bad,68,235,9,117,16,1,89,0.0,2,2,19,1,53,0,3,27,48.0,1,3,0,83,True,True,84.0,15
Bad,67,181,30,78,10,0,92,1.0,6,6,13,0,62,35,1,73,42.0,2,2,1,100,True,True,77.0,13
Bad,70,68,2,41,6,0,100,122.0,7,7,7,1,57,0,0,91,17.0,2,2,1,100,False,False,86.0,7
Bad,54,87,2,22,33,0,100,122.0,7,7,34,11,24,35,5,38,90.0,17,2,2,79,False,False,97.0,26
Bad,58,171,34,115,3,2,29,2.0,6,3,7,0,43,0,0,81,,1,1,1,100,True,True,43.0,7
Bad,72,365,11,83,22,0,100,122.0,7,7,22,1,41,0,0,49,23.0,6,2,1,73,False,False,100.0,16
Bad,65,330,13,97,37,0,86,12.0,7,5,43,0,53,0,0,61,60.0,9,2,3,79,True,False,86.0,33
Bad,59,131,7,81,13,0,69,5.0,6,5,17,1,50,35,2,75,,3,2,1,100,True,True,76.0,17
Bad,55,180,65,115,5,3,31,15.0,7,3,17,0,19,0,0,34,61.0,4,2,1,86,True,False,29.0,14
Bad,58,58,3,22,16,0,100,122.0,7,7,16,5,19,0,4,66,95.0,10,2,2,86,False,False,100.0,13
Good,75,98,20,52,7,0,100,122.0,7,7,7,0,100,0,0,30,42.0,4,3,1,100,False,False,100.0,7
Good,82,205,5,68,15,0,87,19.0,7,6,15,3,33,0,0,5,,3,1,0,40,True,False,100.0,6
Good,84,170,18,86,19,0,100,122.0,7,7,22,0,32,3,1,28,,2,1,0,50,False,False,86.0,11
Bad,69,39,4,23,7,0,88,14.0,7,5,8,2,13,0,8,19,,3,2,0,50,True,False,88.0,4
Bad,77,199,2,60,24,0,100,122.0,7,7,29,3,21,0,0,66,41.0,5,3,2,67,False,False,83.0,19
Bad,72,275,12,80,4,0,80,9.0,6,6,5,0,60,0,0,56,58.0,1,2,1,75,True,True,80.0,3
Bad,62,233,7,72,8,0,78,47.0,7,5,9,2,44,0,0,95,85.0,3,2,3,100,True,False,89.0,9
Good,89,225,3,81,11,0,100,122.0,7,7,12,2,73,1,3,6,91.0,1,3,0,80,False,False,92.0,9
Good,64,226,1,102,44,0,98,1.0,6,6,50,1,28,1,2,59,100.0,10,3,4,62,True,True,88.0,31
Good,81,370,6,78,25,0,96,24.0,7,6,26,1,42,0,1,0,67.0,1,3,0,40,True,False,96.0,10
Bad,61,179,5,63,33,0,97,10.0,6,6,35,2,31,0,2,59,,5,1,2,55,True,True,94.0,19
Bad,77,53,3,24,13,0,100,122.0,7,7,13,4,46,35,1,19,99.0,3,2,0,56,False,False,100.0,7
Good,83,83,22,80,7,0,100,122.0,7,7,11,0,29,2,1,30,43.0,2,1,0,75,False,False,64.0,8
Good,57,382,6,125,36,0,62,28.0,7,5,45,4,27,0,2,72,93.0,10,5,3,76,True,False,80.0,34
Bad,61,189,35,107,8,4,70,12.0,7,6,10,0,40,0,2,0,,0,1,1,50,True,False,80.0,5
Bad,59,132,13,58,20,0,75,7.0,6,6,20,0,35,35,1,94,,4,1,2,83,True,True,100.0,16
Bad,80,131,19,66,7,0,100,122.0,7,7,7,0,71,0,0,30,74.0,1,2,1,100,False,False,100.0,7
Good,79,75,2,37,15,0,100,122.0,7,7,16,3,44,1,1,20,83.0,2,3,0,56,False,False,94.0,8
Bad,67,110,7,46,33,1,97,9.0,6,4,38,1,26,35,1,41,23.0,9,2,2,87,True,True,87.0,33
